,trans_date_trans_time,cc_num,amt,gender,city_pop,dob,unix_time,is_fraud
9075,2019-01-06 18:07:12,3513506355699497,76.94,F,24645,1966-05-29,1325873232,0
9076,2019-01-06 18:08:33,30011465039817,72.33,F,4015,1971-10-14,1325873313,0
9077,2019-01-06 18:08:33,4538566639857,1.35,M,13835,1967-05-28,1325873313,0
9078,2019-01-06 18:09:01,3595192916105588,286.98,M,238602,1993-05-14,1325873341,0
9079,2019-01-06 18:09:26,4467456915153312231,6.35,F,717255,1966-09-16,1325873366,0
9080,2019-01-06 18:09:27,4294040533480516,65.69,F,2206,1986-12-31,1325873367,0
9081,2019-01-06 18:09:43,30131826429364,116.75,F,391389,1994-04-22,1325873383,0
9082,2019-01-06 18:09:53,4509142395811241,38.43,F,1324,1926-07-12,1325873393,0
9083,2019-01-06 18:10:12,4462038234743679432,24.9,F,579,1945-11-26,1325873412,0
9084,2019-01-06 18:10:41,4292902571056973207,166.65,M,218,1995-08-16,1325873441,0
9085,2019-01-06 18:12:04,3568255211412877,54.83,M,5341,1994-11-24,1325873524,0
9086,2019-01-06 18:12:37,2475085306462014,66.35,M,1507,1993-10-12,1325873557,0
9087,2019-01-06 18:12:55,379141394109214,49.51,M,1514,1966-12-15,1325873575,0
9088,2019-01-06 18:12:56,6550399784335736,114.35,M,79008,1984-08-31,1325873576,0
9089,2019-01-06 18:13:02,3513618443244549,89.68,F,355,1955-06-26,1325873582,0
9090,2019-01-06 18:13:47,4364010865167176,4.78,M,276896,1997-03-12,1325873627,0
9091,2019-01-06 18:13:52,3540210836308425,55.31,M,53,1992-06-19,1325873632,0
9092,2019-01-06 18:14:43,4503101193493052864,21.23,F,237282,1979-07-03,1325873683,0
9093,2019-01-06 18:15:01,2720433095629877,2.58,M,3224,1997-08-22,1325873701,0
9094,2019-01-06 18:15:09,3518758680062249,138.86,M,9772,1989-11-24,1325873709,0
9095,2019-01-06 18:15:42,3559160581764413,83.87,M,1453,1974-02-15,1325873742,0
9096,2019-01-06 18:16:11,180084695172649,82.1,F,3458,1985-12-08,1325873771,0
9097,2019-01-06 18:17:26,4102003771126577611,434.93,M,95035,1987-06-13,1325873846,0
9098,2019-01-06 18:17:36,5359543825610251,4.3,M,18182,1975-06-29,1325873856,0
9099,2019-01-06 18:17:39,3567879740649740,5.07,F,1271,1958-08-14,1325873859,0
9100,2019-01-06 18:17:43,4610050989831291,75.63,M,1102,1989-07-08,1325873863,0
9101,2019-01-06 18:20:02,347073228412010,75.49,M,110,1973-05-16,1325874002,0
9102,2019-01-06 18:21:29,3526826139003047,63.81,M,1126,1955-07-06,1325874089,0
9103,2019-01-06 18:21:43,4378993458389626,4.59,M,3807,1999-10-25,1325874103,0
9104,2019-01-06 18:22:42,4555104582813474,531.37,M,143,1982-02-19,1325874162,0
9105,2019-01-06 18:24:06,2229378226512508,72.63,M,1360,1984-11-06,1325874246,0
9106,2019-01-06 18:24:41,676372984911,28.25,F,242,1987-07-18,1325874281,0
9107,2019-01-06 18:25:50,5154903938030655,21.59,F,5216,1993-10-05,1325874350,0
9108,2019-01-06 18:25:55,4855488158131690372,86.87,M,970,1993-09-29,1325874355,0
9109,2019-01-06 18:27:49,3560697798177746,50.99,M,4677,1955-05-06,1325874469,0
9110,2019-01-06 18:28:02,30434173205605,21.46,F,917,1995-07-08,1325874482,0
9111,2019-01-06 18:28:06,4810789809665942990,1.51,F,338,1988-07-28,1325874486,0
9112,2019-01-06 18:28:58,213178765398315,74.77,M,19408,1993-09-11,1325874538,0
9113,2019-01-06 18:29:32,6011148190095209,64.57,F,107941,1991-10-04,1325874572,0
9114,2019-01-06 18:30:41,3559679414981506,29.21,F,8830,1991-03-29,1325874641,0
9115,2019-01-06 18:30:43,36722699017270,33.6,F,2872,1987-10-28,1325874643,0
9116,2019-01-06 18:31:39,30199621383748,4.51,F,4090,1977-03-23,1325874699,0
9117,2019-01-06 18:33:35,2720433095629877,35.11,M,3224,1997-08-22,1325874815,0
9118,2019-01-06 18:33:55,4951647200979051,87.39,F,324,1976-06-15,1325874835,0
9119,2019-01-06 18:33:59,2348245054386329,41.46,M,2518,1946-02-02,1325874839,0
9120,2019-01-06 18:34:00,2288748891690227,96.11,F,641349,1967-01-24,1325874840,0
9121,2019-01-06 18:34:17,3551512895305309,23.52,F,443,1947-07-15,1325874857,0
9122,2019-01-06 18:34:46,5388659976630693,35.06,M,153,1962-02-14,1325874886,0
9123,2019-01-06 18:35:07,213178850083780,481.58,M,1302,1976-10-18,1325874907,0
9124,2019-01-06 18:35:07,4179719215697782,315.51,F,1574,1982-12-27,1325874907,0
9125,2019-01-06 18:36:35,3521417320836166,21.41,F,910148,1975-11-30,1325874995,0
9126,2019-01-06 18:37:37,6011893664860915,54.69,F,320420,1975-07-31,1325875057,0
9127,2019-01-06 18:38:13,4449530933957323,149.8,F,337,1954-07-05,1325875093,0
9128,2019-01-06 18:38:51,2264937662466770,2.54,M,1595797,1995-10-17,1325875131,0
9129,2019-01-06 18:39:03,4764202053279782,14.45,M,2644,1981-01-06,1325875143,0
9130,2019-01-06 18:39:27,30328384440870,855.88,F,602,1954-07-14,1325875167,1
9131,2019-01-06 18:39:56,3565414434959494,12.99,M,137,1967-03-12,1325875196,0
9132,2019-01-06 18:40:36,373905417449658,167.35,F,2526,1970-11-12,1325875236,0
9133,2019-01-06 18:40:50,30238755902988,161.05,F,1766,1976-01-02,1325875250,0
9134,2019-01-06 18:42:30,3593118134380341,21.53,F,1131,1959-05-10,1325875350,0
9135,2019-01-06 18:42:49,347612609554823,5.07,M,3228,1995-12-28,1325875369,0
9136,2019-01-06 18:43:04,4450831335606294,20.58,F,1760,1972-01-20,1325875384,0
9137,2019-01-06 18:43:21,4861310130652566408,96.96,F,10076,1977-12-16,1325875401,0
9138,2019-01-06 18:43:26,3529597930342630,8.14,F,824,1985-09-01,1325875406,0
9139,2019-01-06 18:43:39,6011681934117244,1.03,F,70,1956-06-22,1325875419,0
9140,2019-01-06 18:43:42,6538891242532018,28.59,F,7155,1977-03-23,1325875422,0
9141,2019-01-06 18:44:08,6547670341037171,7.18,M,348,1945-05-05,1325875448,0
9142,2019-01-06 18:44:12,4536996888716062123,2.41,M,18408,1972-07-18,1325875452,0
9143,2019-01-06 18:44:27,4859525594182537,7.2,F,1228,1990-02-25,1325875467,0
9144,2019-01-06 18:45:21,30199621383748,7.91,F,4090,1977-03-23,1325875521,0
9145,2019-01-06 18:45:39,30428204673351,60.86,M,823,1982-07-02,1325875539,0
9146,2019-01-06 18:46:29,2264937662466770,1.95,M,1595797,1995-10-17,1325875589,0
9147,2019-01-06 18:46:57,630423337322,17.88,F,149,1978-06-21,1325875617,0
9148,2019-01-06 18:47:14,2720012583106919,77.11,M,1126,1980-08-18,1325875634,0
9149,2019-01-06 18:47:46,180046617132290,17.51,F,3119,1942-04-17,1325875666,0
9150,2019-01-06 18:48:00,213126662687660,1.2,M,248858,1971-01-28,1325875680,0
9151,2019-01-06 18:48:06,3528231451607350,177.57,F,526,1940-09-06,1325875686,0
9152,2019-01-06 18:48:29,4488941175228467,64.0,F,11432,1986-03-31,1325875709,0
9153,2019-01-06 18:49:20,567868110212,63.59,F,2906700,1984-12-16,1325875760,0
9154,2019-01-06 18:49:30,6517217825320610,3.9,M,1196,1958-06-11,1325875770,0
9155,2019-01-06 18:49:39,377113842678100,112.86,M,804,1965-03-25,1325875779,0
9156,2019-01-06 18:51:13,3506042666828517,32.84,F,630,1959-07-30,1325875873,0
9157,2019-01-06 18:51:48,567868110212,2.13,F,2906700,1984-12-16,1325875908,0
9158,2019-01-06 18:52:27,6011693194885790,1.31,F,2607,1995-12-04,1325875947,0
9159,2019-01-06 18:55:02,4430881574719618,103.67,F,61,1939-11-04,1325876102,0
9160,2019-01-06 18:55:34,676195318214,6.49,F,106,1983-07-24,1325876134,0
9161,2019-01-06 18:56:32,4990494243023,27.97,M,626,1960-12-13,1325876192,0
9162,2019-01-06 18:56:43,630423337322,4.11,F,149,1978-06-21,1325876203,0
9163,2019-01-06 18:58:07,4992346398065154184,7.75,M,532,1956-01-09,1325876287,0
9164,2019-01-06 18:58:09,3521417320836166,22.9,F,910148,1975-11-30,1325876289,0
9165,2019-01-06 18:58:13,676372984911,52.57,F,242,1987-07-18,1325876293,0
9166,2019-01-06 18:58:18,342319985983023,48.25,M,1988,1978-05-23,1325876298,0
9167,2019-01-06 18:58:39,4658117080136,2.88,M,5662,1989-04-08,1325876319,0
9168,2019-01-06 19:00:18,4469777115158234880,16.61,M,47249,1980-11-22,1325876418,0
9169,2019-01-06 19:02:41,379141394109214,10.79,M,1514,1966-12-15,1325876561,0
9170,2019-01-06 19:02:48,3541160328600277,155.14,M,1512,2003-05-07,1325876568,0
9171,2019-01-06 19:05:16,30143535920989,7.43,F,504,1980-08-17,1325876716,0
9172,2019-01-06 19:05:44,371284424780634,5.28,M,254282,1952-01-29,1325876744,0
9173,2019-01-06 19:06:36,4173950183554608,103.42,M,3279,1978-10-05,1325876796,0
9174,2019-01-06 19:06:45,6011381817520024,32.35,F,635,1973-07-13,1325876805,0
9175,2019-01-06 19:07:00,6011975266774121,36.13,F,92106,1943-05-28,1325876820,0
9176,2019-01-06 19:07:08,2266735643685262,44.0,M,5901,1972-07-25,1325876828,0
9177,2019-01-06 19:07:53,3527536963490470,157.58,F,1725,1974-12-05,1325876873,0
9178,2019-01-06 19:08:00,577588686219,4.14,M,972,1997-10-23,1325876880,0
9179,2019-01-06 19:10:21,2297447006766555,2.05,F,478,1960-01-13,1325877021,0
9180,2019-01-06 19:10:22,4917187576956394,325.56,M,1165,1944-11-11,1325877022,0
9181,2019-01-06 19:10:34,3527536963490470,4.01,F,1725,1974-12-05,1325877034,0
9182,2019-01-06 19:10:34,38530489946071,53.91,F,530,1989-05-14,1325877034,0
9183,2019-01-06 19:11:28,4906628655840914250,31.87,M,32891,1987-02-13,1325877088,0
9184,2019-01-06 19:12:54,4446368897795790,54.3,M,741,1986-08-17,1325877174,0
9185,2019-01-06 19:14:35,346273234529002,8.71,F,4575,1991-10-22,1325877275,0
9186,2019-01-06 19:15:26,38057513087029,13.17,F,973849,1997-01-18,1325877326,0
9187,2019-01-06 19:15:41,345389171551808,232.25,M,3451,1984-05-19,1325877341,0
9188,2019-01-06 19:15:52,4178097073221156,53.65,F,3104,1981-03-29,1325877352,0
9189,2019-01-06 19:16:19,4797297220948468262,57.04,F,1228,1991-03-13,1325877379,0
9190,2019-01-06 19:17:27,4328928491302401,20.18,F,13973,1981-05-06,1325877447,0
9191,2019-01-06 19:17:41,3540210836308425,74.44,M,53,1992-06-19,1325877461,0
9192,2019-01-06 19:17:50,4633065159406313,519.24,F,203571,1995-11-29,1325877470,0
9193,2019-01-06 19:17:50,30427035050508,3.51,M,673342,1969-11-20,1325877470,0
9194,2019-01-06 19:17:59,2242542703101233,37.1,M,564,1996-04-10,1325877479,0
9195,2019-01-06 19:18:30,4745996322265,126.59,F,1423,1998-10-07,1325877510,0
9196,2019-01-06 19:18:34,6595970453799027,32.42,F,2307,1969-09-11,1325877514,0
9197,2019-01-06 19:18:43,4736845434667908128,42.9,F,2148,1953-05-23,1325877523,0
9198,2019-01-06 19:19:16,3598215285024754,69.59,F,34496,1970-10-21,1325877556,0
9199,2019-01-06 19:19:58,213141712584544,5.29,F,19685,1984-12-24,1325877598,0
9200,2019-01-06 19:21:35,2242542703101233,67.38,M,564,1996-04-10,1325877695,0
9201,2019-01-06 19:21:35,4979422371139333,240.13,F,73,1935-02-10,1325877695,0
9202,2019-01-06 19:21:44,4301028321766222513,77.44,M,198,1978-10-26,1325877704,0
9203,2019-01-06 19:22:58,4514242065619750,44.82,F,35371,1988-09-02,1325877778,0
9204,2019-01-06 19:23:15,30042378430132,62.42,M,21902,1976-05-16,1325877795,0
9205,2019-01-06 19:25:09,3558652751678952,52.64,F,2807,1931-01-26,1325877909,0
9206,2019-01-06 19:25:17,4822367783500458,130.23,M,33804,1991-01-01,1325877917,0
9207,2019-01-06 19:25:27,344709867813900,123.34,F,50835,1986-01-30,1325877927,0
9208,2019-01-06 19:25:31,4427805710168,22.73,F,8874,2000-08-16,1325877931,0
9209,2019-01-06 19:25:40,30560609640617,15.54,M,519,1966-02-13,1325877940,0
9210,2019-01-06 19:27:23,3585052663373890,14.01,M,176,1963-12-28,1325878043,0
9211,2019-01-06 19:28:27,6011109736646996,54.62,F,186140,1983-02-08,1325878107,0
9212,2019-01-06 19:28:30,4710826438164847414,26.23,M,192,1964-01-04,1325878110,0
9213,2019-01-06 19:28:31,6011231546538393,8.99,M,15269,1993-07-05,1325878111,0
9214,2019-01-06 19:28:50,30263540414123,3.1,M,258,1961-11-24,1325878130,0
9215,2019-01-06 19:29:40,3538520143479972,33.7,F,269,1965-09-15,1325878180,0
9216,2019-01-06 19:29:52,6011542681743618,26.06,F,863,1972-08-09,1325878192,0
9217,2019-01-06 19:30:09,4810789809665942990,8.64,F,338,1988-07-28,1325878209,0
9218,2019-01-06 19:31:21,3598014571045296,51.18,F,5903,1993-10-07,1325878281,0
9219,2019-01-06 19:31:29,639023984367,8.02,F,69,1991-06-05,1325878289,0
9220,2019-01-06 19:31:37,3520550088202337,66.49,M,272,2001-07-05,1325878297,0
9221,2019-01-06 19:31:46,630484879808,132.17,M,123,1973-02-07,1325878306,0
9222,2019-01-06 19:32:02,36913587729122,31.37,F,84106,1971-02-11,1325878322,0
9223,2019-01-06 19:32:17,3520550088202337,97.79,M,272,2001-07-05,1325878337,0
9224,2019-01-06 19:32:45,6597888193422452,142.48,M,2317,1964-08-23,1325878365,0
9225,2019-01-06 19:33:48,4989847570577635369,140.17,F,8333,1994-07-09,1325878428,0
9226,2019-01-06 19:34:15,3541160328600277,5.35,M,1512,2003-05-07,1325878455,0
9227,2019-01-06 19:34:37,6011438889172900,6.91,F,5161,1993-04-08,1325878477,0
9228,2019-01-06 19:34:38,30235438713303,99.23,M,5512,1980-03-24,1325878478,0
9229,2019-01-06 19:34:45,6011367958204270,7.3,F,7646,1988-09-15,1325878485,0
9230,2019-01-06 19:35:50,6592074504369261,194.95,F,1526206,1972-05-23,1325878550,0
9231,2019-01-06 19:36:56,561942763351,100.31,F,601723,1986-03-14,1325878616,0
9232,2019-01-06 19:37:02,38544312728630,62.58,F,51427,1991-08-21,1325878622,0
9233,2019-01-06 19:37:31,180042946491150,633.05,M,341043,1989-02-28,1325878651,0
9234,2019-01-06 19:37:52,6011231546538393,31.68,M,15269,1993-07-05,1325878672,0
9235,2019-01-06 19:38:18,213193596103206,74.42,M,95,1994-02-09,1325878698,0
9236,2019-01-06 19:39:25,4294930380592,153.9,F,1363,1940-08-23,1325878765,0
9237,2019-01-06 19:39:27,4629451965224809,38.82,F,10295,1997-12-26,1325878767,0
9238,2019-01-06 19:40:08,6011381817520024,10.32,F,635,1973-07-13,1325878808,0
9239,2019-01-06 19:40:24,4585132874641,9.19,F,271,1972-04-18,1325878824,0
9240,2019-01-06 19:42:11,4998109455173950,138.52,F,545147,1987-11-18,1325878931,0
9241,2019-01-06 19:43:01,2383461948823908,24.47,M,1892,1956-03-02,1325878981,0
9242,2019-01-06 19:45:06,213141712584544,9.2,F,19685,1984-12-24,1325879106,0
9243,2019-01-06 19:45:18,639023984367,15.82,F,69,1991-06-05,1325879118,0
9244,2019-01-06 19:46:45,4294040533480516,24.58,F,2206,1986-12-31,1325879205,0
9245,2019-01-06 19:49:10,3549202406645667,47.71,M,18760,1933-04-02,1325879350,0
9246,2019-01-06 19:51:04,180048185037117,34.43,F,71485,1974-07-19,1325879464,0
9247,2019-01-06 19:52:12,4642255475285942,31.47,F,46,1987-04-23,1325879532,0
9248,2019-01-06 19:52:41,213124978348176,4.34,M,1766,1962-06-04,1325879561,0
9249,2019-01-06 19:53:21,36721445180895,57.93,M,1666,1968-07-01,1325879601,0
9250,2019-01-06 19:54:36,4981132848794,28.16,M,128,1946-04-03,1325879676,0
9251,2019-01-06 19:56:14,4430881574719618,70.31,F,61,1939-11-04,1325879774,0
9252,2019-01-06 19:56:26,3573386445588324,96.72,F,63,1969-10-30,1325879786,0
9253,2019-01-06 19:56:50,3537797820923602,60.89,F,584,1969-03-20,1325879810,0
9254,2019-01-06 19:56:55,4265776278887457,5.05,F,969,1954-01-05,1325879815,0
9255,2019-01-06 19:58:31,4509142395811241,1.84,F,1324,1926-07-12,1325879911,0
9256,2019-01-06 19:59:37,4861310130652566408,54.4,F,10076,1977-12-16,1325879977,0
9257,2019-01-06 19:59:52,4048508450704760,97.68,F,1749,1973-05-07,1325879992,0
9258,2019-01-06 20:00:22,4972228199573984,1.67,M,861,1960-04-08,1325880022,0
9259,2019-01-06 20:00:30,4998109455173950,9.39,F,545147,1987-11-18,1325880030,0
9260,2019-01-06 20:00:36,630451534402,7.81,F,765,1972-06-12,1325880036,0
9261,2019-01-06 20:01:05,4294930380592,152.42,F,1363,1940-08-23,1325880065,0
9262,2019-01-06 20:01:36,3576431665303017,41.3,F,1312922,1981-10-24,1325880096,0
9263,2019-01-06 20:01:41,213141712584544,514.22,F,19685,1984-12-24,1325880101,0
9264,2019-01-06 20:01:49,4378993458389626,3.69,M,3807,1999-10-25,1325880109,0
9265,2019-01-06 20:02:02,3500969075198072,5.82,M,895,1999-05-31,1325880122,0
9266,2019-01-06 20:02:10,180081032825079,51.39,F,466,1955-04-03,1325880130,0
9267,2019-01-06 20:02:21,30103132002433,6.37,F,3688,1987-10-26,1325880141,0
9268,2019-01-06 20:03:17,4048508450704760,5.59,F,1749,1973-05-07,1325880197,0
9269,2019-01-06 20:03:38,213141712584544,206.77,F,19685,1984-12-24,1325880218,0
9270,2019-01-06 20:04:19,213173753804333,1.75,M,5791,1959-10-07,1325880259,0
9271,2019-01-06 20:04:52,4149238353975790,46.82,M,632,1989-04-08,1325880292,0
9272,2019-01-06 20:07:35,345060451158891,51.25,M,1506,1960-04-03,1325880455,0
9273,2019-01-06 20:07:40,4956828990005111019,3.42,M,124967,1980-12-21,1325880460,0
9274,2019-01-06 20:09:04,371034293500716,108.39,M,128,1966-02-21,1325880544,0
9275,2019-01-06 20:09:28,4839615922685395,30.81,M,76,1955-05-06,1325880568,0
9276,2019-01-06 20:09:29,371009169330125,17.17,M,5666,2003-09-14,1325880569,0
9277,2019-01-06 20:10:01,3577578023716568,3.47,F,2644,1983-08-25,1325880601,0
9278,2019-01-06 20:10:24,213136802746375,18.24,F,1179,1955-01-20,1325880624,0
9279,2019-01-06 20:10:36,3585052663373890,14.61,M,176,1963-12-28,1325880636,0
9280,2019-01-06 20:11:31,30153452207526,1.06,F,5908,1962-04-05,1325880691,0
9281,2019-01-06 20:11:54,213198837352314,60.77,M,365,1991-02-03,1325880714,0
9282,2019-01-06 20:12:21,4348786085525522,63.43,M,1080,1979-01-08,1325880741,0
9283,2019-01-06 20:12:25,376012912828093,9.97,M,92294,1969-05-01,1325880745,0
9284,2019-01-06 20:12:32,4587657402165341815,3.93,F,2135,2004-05-08,1325880752,0
9285,2019-01-06 20:13:32,38199021865320,55.04,M,477,1988-04-15,1325880812,0
9286,2019-01-06 20:13:53,370612217861404,14.83,F,21125,1985-05-25,1325880833,0
9287,2019-01-06 20:15:41,30026790933302,61.44,M,595,1979-09-03,1325880941,0
9288,2019-01-06 20:16:42,4761403817546679245,121.35,F,1679,1986-05-02,1325881002,0
9289,2019-01-06 20:16:46,3590736522064285,95.76,F,4074,1975-12-20,1325881006,0
9290,2019-01-06 20:16:54,2383461948823908,1.93,M,1892,1956-03-02,1325881014,0
9291,2019-01-06 20:17:46,4026222041577,125.56,F,4720,1977-05-18,1325881066,0
9292,2019-01-06 20:18:20,3529597810116815,60.44,F,1334,1986-12-17,1325881100,0
9293,2019-01-06 20:19:10,2264937662466770,4.24,M,1595797,1995-10-17,1325881150,0
9294,2019-01-06 20:19:12,3565943051129759,198.19,M,9165,1963-05-23,1325881152,0
9295,2019-01-06 20:19:17,3514897282719543,26.55,M,10717,1952-10-13,1325881157,0
9296,2019-01-06 20:19:48,377264520876399,1.3,F,4424,1961-07-31,1325881188,0
9297,2019-01-06 20:19:55,4089096483689733451,16.99,F,24536,1983-10-14,1325881195,0
9298,2019-01-06 20:20:13,30026790933302,88.29,M,595,1979-09-03,1325881213,0
9299,2019-01-06 20:20:16,373905417449658,8.21,F,2526,1970-11-12,1325881216,0
9300,2019-01-06 20:21:21,4476840372112,9.24,M,3395,1979-01-21,1325881281,0
9301,2019-01-06 20:22:08,4171397999167005,3.57,F,5648,1934-10-06,1325881328,0
9302,2019-01-06 20:22:08,4681699462969,6.14,M,158701,1978-03-06,1325881328,0
9303,2019-01-06 20:22:42,2720433095629877,13.6,M,3224,1997-08-22,1325881362,0
9304,2019-01-06 20:22:50,3582754887089201,101.95,M,1383,1966-08-08,1325881370,0
9305,2019-01-06 20:22:53,4169759661243568,74.84,F,213,1972-02-15,1325881373,0
9306,2019-01-06 20:24:55,3567697931646329,217.09,M,17867,1998-07-29,1325881495,0
9307,2019-01-06 20:25:18,30026790933302,72.49,M,595,1979-09-03,1325881518,0
9308,2019-01-06 20:25:22,630423337322,22.62,F,149,1978-06-21,1325881522,0
9309,2019-01-06 20:26:03,2254917871818484,2.99,F,313,1976-03-26,1325881563,0
9310,2019-01-06 20:26:45,30434173205605,6.16,F,917,1995-07-08,1325881605,0
9311,2019-01-06 20:27:10,4560004149983868183,67.48,F,525713,1992-05-09,1325881630,0
9312,2019-01-06 20:27:14,6538441737335434,116.86,F,606,1997-09-22,1325881634,0
9313,2019-01-06 20:27:37,3527536963490470,33.46,F,1725,1974-12-05,1325881657,0
9314,2019-01-06 20:27:38,4383521454815,4.27,M,910148,1987-09-22,1325881658,0
9315,2019-01-06 20:27:55,4334230547694630,18.03,M,471,1967-08-02,1325881675,0
9316,2019-01-06 20:28:02,30143535920989,11.64,F,504,1980-08-17,1325881682,0
9317,2019-01-06 20:29:05,561942763351,38.7,F,601723,1986-03-14,1325881745,0
9318,2019-01-06 20:30:44,4312133045694601139,3.8,M,33917,1977-06-12,1325881844,0
9319,2019-01-06 20:30:46,3501942333500073,50.53,F,1312922,1999-11-30,1325881846,0
9320,2019-01-06 20:31:17,3518669219150142,8.46,F,31394,1996-11-12,1325881877,0
9321,2019-01-06 20:31:43,4736845434667908128,49.38,F,2148,1953-05-23,1325881903,0
9322,2019-01-06 20:32:45,378904938837132,5.51,F,1675,1986-05-01,1325881965,0
9323,2019-01-06 20:33:10,4239436242473,80.29,M,321490,1991-10-04,1325881990,0
9324,2019-01-06 20:33:43,4424338559877976,63.47,F,118,1957-11-12,1325882023,0
9325,2019-01-06 20:34:42,3556613125071656,1.31,M,28739,1999-12-27,1325882082,0
9326,2019-01-06 20:34:54,340103199302564,18.9,F,12486,1934-02-09,1325882094,0
9327,2019-01-06 20:36:05,4917187576956394,29.32,M,1165,1944-11-11,1325882165,0
9328,2019-01-06 20:36:20,4658117080136,102.14,M,5662,1989-04-08,1325882180,0
9329,2019-01-06 20:37:36,4426075337087318654,403.31,M,163415,1975-06-25,1325882256,0
9330,2019-01-06 20:38:46,4745996322265,106.94,F,1423,1998-10-07,1325882326,0
9331,2019-01-06 20:39:16,370612217861404,474.63,F,21125,1985-05-25,1325882356,0
9332,2019-01-06 20:39:18,30153452207526,130.81,F,5908,1962-04-05,1325882358,0
9333,2019-01-06 20:39:55,30143713661454,10.22,M,140,1942-01-06,1325882395,0
9334,2019-01-06 20:40:02,213193596103206,512.02,M,95,1994-02-09,1325882402,0
9335,2019-01-06 20:41:10,371034293500716,84.25,M,128,1966-02-21,1325882470,0
9336,2019-01-06 20:41:36,6011148190095209,1.21,F,107941,1991-10-04,1325882496,0
9337,2019-01-06 20:41:38,30501624614310,8.84,F,302,1973-05-04,1325882498,0
9338,2019-01-06 20:42:07,4378993458389626,2.05,M,3807,1999-10-25,1325882527,0
9339,2019-01-06 20:42:27,3591919803438423,8.39,M,54767,1987-07-25,1325882547,0
9340,2019-01-06 20:42:28,180042946491150,3.89,M,341043,1989-02-28,1325882548,0
9341,2019-01-06 20:43:06,630469040731,14.08,F,1288,1936-05-01,1325882586,0
9342,2019-01-06 20:43:22,6524376634971418,10.84,F,5778,1952-12-05,1325882602,0
9343,2019-01-06 20:44:03,4646845581490336108,28.73,F,4056,1990-06-25,1325882643,0
9344,2019-01-06 20:45:48,6011109736646996,7.5,F,186140,1983-02-08,1325882748,0
9345,2019-01-06 20:46:15,38797410705641,88.24,M,277,1971-12-12,1325882775,0
9346,2019-01-06 20:47:36,6011438889172900,5.49,F,5161,1993-04-08,1325882856,0
9347,2019-01-06 20:47:53,4683638447911,79.79,M,1261,1972-07-01,1325882873,0
9348,2019-01-06 20:47:55,4186530744674,6.95,F,4913,1966-11-10,1325882875,0
9349,2019-01-06 20:48:04,6506116513503136,125.76,F,144160,1984-05-04,1325882884,0
9350,2019-01-06 20:49:25,30501624614310,31.15,F,302,1973-05-04,1325882965,0
9351,2019-01-06 20:50:11,4265776278887457,36.06,F,969,1954-01-05,1325883011,0
9352,2019-01-06 20:50:17,372246459334925,88.92,M,1979,1970-03-13,1325883017,0
9353,2019-01-06 20:51:06,3573030041201292,1.26,F,302,1990-01-17,1325883066,0
9354,2019-01-06 20:51:13,6592074504369261,45.07,F,1526206,1972-05-23,1325883073,0
9355,2019-01-06 20:51:17,3519607465576254,37.94,F,276,1929-05-06,1325883077,0
9356,2019-01-06 20:51:44,60490596305,64.03,F,222,1963-05-19,1325883104,0
9357,2019-01-06 20:51:56,375248307838179,65.88,M,571,1967-09-16,1325883116,0
9358,2019-01-06 20:53:21,6011367958204270,48.02,F,7646,1988-09-15,1325883201,0
9359,2019-01-06 20:53:56,4060579726528237,101.13,M,2661,1948-11-14,1325883236,0
9360,2019-01-06 20:53:58,3576431665303017,43.29,F,1312922,1981-10-24,1325883238,0
9361,2019-01-06 20:54:39,4761403817546679245,124.25,F,1679,1986-05-02,1325883279,0
9362,2019-01-06 20:55:01,30270432095985,9.14,F,725,1972-11-28,1325883301,0
9363,2019-01-06 20:55:45,4640395708703,91.97,F,1178,1951-06-13,1325883345,0
9364,2019-01-06 20:56:05,30074693890476,29.46,F,2691,1993-08-16,1325883365,0
9365,2019-01-06 20:58:00,6011329966782895,86.12,F,413574,1971-09-01,1325883480,0
9366,2019-01-06 20:58:43,370818583810103,4.84,M,3684,1976-01-10,1325883523,0
9367,2019-01-06 20:58:46,4424338559877976,4.2,F,118,1957-11-12,1325883526,0
9368,2019-01-06 20:59:16,6550399784335736,153.91,M,79008,1984-08-31,1325883556,0
9369,2019-01-06 21:00:07,344709867813900,5.48,F,50835,1986-01-30,1325883607,0
9370,2019-01-06 21:00:37,2283743876903625,44.63,F,165556,1997-12-27,1325883637,0
9371,2019-01-06 21:01:50,4745996322265,4.19,F,1423,1998-10-07,1325883710,0
9372,2019-01-06 21:02:05,561942763351,51.31,F,601723,1986-03-14,1325883725,0
9373,2019-01-06 21:02:33,676369110710,14.23,M,75830,1974-12-28,1325883753,0
9374,2019-01-06 21:02:39,3533800906065217,16.25,F,493,1940-09-13,1325883759,0
9375,2019-01-06 21:03:01,4957924165498,141.43,M,207,1955-12-04,1325883781,0
9376,2019-01-06 21:03:34,4755696071492,70.9,M,20328,1985-06-20,1325883814,0
9377,2019-01-06 21:04:18,4607072969078276,4.34,F,1493,1985-03-21,1325883858,0
9378,2019-01-06 21:06:20,180084695172649,116.2,F,3458,1985-12-08,1325883980,0
9379,2019-01-06 21:06:43,30570197515105,78.24,M,5732,1945-12-07,1325884003,0
9380,2019-01-06 21:07:37,4653879239169997,60.53,F,6841,1999-06-06,1325884057,0
9381,2019-01-06 21:07:38,2305336922781618,76.0,M,1132,1961-02-14,1325884058,0
